3.088,4.361
0.053,0.09
32.981,9.346
0.02,0.089
2.457,2.922
0.037,0.101
0.031,0.101
2.038,3.776
4.967,4.122
0.003,0.076
0.051,0.082
56.63,12.768
0.03,0.054
0.001,0.071
6.331,5.212
3.83,4.688
0.039,0.054
6.622,6.665
0.038,0.018
0.019,0.005
0.027,0.05
0.042,0.054
0.053,0.064
47.4,3.498
26.753,8.56
44.82,12.29
0.018,0.005
33.787,10.474
0.01,0.006
0.011,0.005
37.699,9
0.331,14.867
9.781,10.32
8.924,13.93
37.333,9.752
31.4,10.05
6.14,2.013
32.981,9.346
49.364,12.674
51.267,11.524
11.522,11.67
2.344,4.02
0.019,0.014
37.66,10.73
34.038,11.173
0.016,0.009
8.147,6.313
32.965,9.704
0.0128,0.051
32.981,9.346
3.617,15.494
0.0153,0.004
0.0148,0.004
0.004,0.003
0.001,0.005
0.021,0.011
0.003,0.001
0.002,0.002
2.831,5.37
4.419,3.728
11.523,10.55
30.134,8.082
0.002,0.003
0.005,0.002
5e-04,0.002
0.001,0.001
0.004,0.008
0.005,0.002
0.004,0.014
0.014,0.007
0.006,0.012
0.001,0.004
78.8,15.98
0.002,3e-04
28.3,41.01
0.001,0.01
0.001,0.001
0.028,0.004
0.042,0.004
0.008,0.003
0.112,0.013
0.001,0.004
1.4,0.569
0.17,0.016
0.002,0.009
159.7,23.72
73.5,29.2
0.081,0.01
0.14,0.014
25.9,7.33
0.154,0.014
0.008,0.002
0.004,0.004
0.01,0.006
0.384,0.564
0.007,0.003
66.67,15.22
0.157,0.014
0.005,0.003
0.004,0.002
0.003,0.002
0.005,0.002
7e-04,0.002
0.001,0.001
0.004,0.002
2e-04,0.001
0.0074,0.003
1e-04,2e-04
2e-04,4e-04
5e-04,9e-04
1e-05,3e-05
6e-04,4e-04
1e-04,2e-04
3e-04,4e-05
1e-04,0.001
0.019,0.007
0.001,0.005
0.019,0.007
0.07,0.02
0.19,0.09
0.57,0.12
0.24,0.14
0.04,0.02
0.018,0.01
0.1,0.05
0.025,0.001
0.84,0.21
0.06,0.62
0.03,0.02
0.03,0.02
0.06,0.06
0.01,0.04
5.1,13.7
19.4,20.1
0.007,0.004
0.003,0.009
0.027,0.004
0.03,0.008
0.034,0.011
0.002,0.018
0.012,0.006
0.025,0.008
0.001,0.013
0.017,0.017
0.025,0.008
0.003,0.007
0.001,0.016
0.004,0.014
0.012,0.009
0.008,0.014
0.006,0.007
0.043,0.008
0.023,0.006
0.002,0.013
0.004,0.027
0.033,0.063
0.123,0.057
0.01,0.023
0.011,0.007
0.003,0.012
0.008,0.008
0.012,0.02
0.034,0.007
0.007,0.01
0.037,0.045
0.006,0.014
0.018,0.009
0.04,0.011
0.006,0.007
0.036,0.061
0.235,0.123
0.033,0.009
0.001,0.012
0.047,0.063
0.005,0.009
0.01,0.007
0.08,0.063
0.001,0.015
0.009,0.006
0.005,0.018
0.013,0.007
0.042,0.016
0.122,0.08
0.021,0.008
0.002,0.015
0.021,0.01
0.006,0.005
0.037,0.017
0.022,0.015
0.01,0.11
0.039,0.014
0.041,0.065
0.046,0.018
503.18,1312.82
0.035,0.048
0,0.027
0.058,0.061
0.02,0.18
0.012,0.053
0.049,0.015
0.037,0.017
0.049,0.022
0.004,0.039
0.019,0.021
0.044,0.014
0.041,0.009
0.047,0.02
0.044,0.026
0.049,0.015
0.049,0.021
3105.87,2689.11
0.021,0.017
0.017,0.017
0.029,0.011
0.019,0.007
7.8,65.59
193.3,440.64
0.017,0.064
86.83,144.01
0.096,0.039
9.78,70.62
0.016,0.056
162.77,445.52
0.062,0.056
0.03,0.039
2.29,71.26
341.73,109.88
154.88,457.9
104.02,136.78
0.021,0.017
326.54,110.09
0.031,0.009
0.084,0.079
0.014,0.045
3.47,70.83
0.035,0.019
0.092,0.044
0.057,0.052
0.142,0.064
0.024,0.023
0.009,0.011
0.01,0.022
0.002,0.069
0.187,0.065
0.056,0.026
0.083,0.043
0.116,0.044
0.096,0.031
0.077,0.03
0.054,0.025
0.027,0.02
0.036,0.021
0.082,0.031
0.111,0.071
0.031,0.048
0.138,0.452
1.022,0.348
0.169,0.411
0.368,0.513
0.067,0.326
0.074,0.054
0.023,0.063
0.325,0.299
1.563,0.435
0.007,0.052
0.022,0.038
0.346,0.539
0.014,0.223
0.128,0.384
0.001,0.007
0.056,0.067
0.104,0.038
0.004,0.006
0.067,0.054
0.011,0.011
0.031,0.065
0.076,0.044
0.006,0.007
0.002,0.05
0.282,0.064
0.287,0.069
0.094,0.076
0.004,0.017
0.017,0.056
0.089,0.057
0.186,0.066
0.006,0.017
0.3014,0.02
0.009,0.086
0.062,0.06
0.008,0.005
0.083,0.057
0.077,0.09
0.063,0.022
1.037,0.016
0.798,0.008
0.027,0.008
0.047,0.021
0.04,0.02
0.33,0.11
0.33,0.11
0.35,0.02
0.08,0.04
0.15,0.01
0.2,0.12
0.04,0.017
0.3,0.02
0.32,0.02
0.27,0.01
0.2,0.11
0.03,0.03
0.03,0.03
0.15,0.01
0.11,0.09
0.08,0.04
0.022,0.012
0.047,0.021
0.021,0.007
0.11,0.09
0.04,0.02
0.018,0.011
0.14,0.15
0.877,0.461
0.027,0.05
0.16,0.09
0.023,0.024
0.25,0.174
0.11,0.09
0.43,0.13
0.006,0.033
0.16,0.09
0.149,0.233
0.12,0.23
0.11,0.09
1.562,1.34
0.001,0.011
0.768,0.483
0.55,0.23
0.008,0.025
0.003,0.02
0.12,0.23
0.171,0.07
0.825,0.465
0.38,0.11
0.31,0.14
0.28,0.15
0.021,0.014
0.03,0.013
0.071,0.04
0.006,0.011
1.29,2.373
0.027,0.016
0.011,0.013
0.44,0.12
0.019,0.014
0.052,0.18
1.398,0.878
0.034,0.018
0.114,0.072
0.28,0.14
0.541,0.767
0.021,0.042
0.43,0.13
2.009,1.367
1.425,0.653
0.731,0.347
0.004,0.01
0.391,0.501
0.119,0.282
0.002,0.008
0.14,0.15
0.15,0.499
0.155,0.93
0.576,0.41
0.968,0.944
0.44,0.12
0.041,0.039
0.715,0.467
0.55,0.23
0.041,0.016
1.301,0.813
0.14,0.08
0.486,0.325
0.783,0.8
0.017,0.026
0.568,0.548
0.31,0.14
2.482,2.83
0.14,0.08
0.28,0.15
0.014,0.025
0.126,0.262
0.022,0.011
0.39,0.16
0.743,1.852
0.28,0.15
0.041,0.016
0.012,0.007
0.037,0.014
0.026,0.015
0.1,0.03
0.03,0.01
0.33,0.18
0.12,0.04
0.12,0.06
0.06,0.12
0.02,0.03
0.08,0.03
0.14,0.19
0.04,0.14
0.03,0.04
0.06,0.06
0.12,0.21
0,0.04
0.01,0.04
0.01,0.01
0.31,0.16
0.014,0.004
0.012,0.027
0.131,0.448
0.024,0.012
0.01,0.006
0.146,0.044
0.011,0.009
0.24,0.082
0.024,0.012
0.014,0.004
0.127,0.451
0.012,0.005
0.223,0.075
0.148,0.044
0.009,0.007
0.012,0.027
0.043,0.019
0.061,0.025
0.069,0.028
0.069,0.032
42,10
24,8
116,23
0.001,0.002
46,13
39,11
0.001,0.002
122,31
0.008,0.003
0.004,0.002
0.001,0.001
0.002,0.002
72,20
0.001,0.003
0.001,0.002
20,11
24,7
0.001,0.002
9,7
0.002,0.002
0.001,0.001
0.003,0.002
33,12
0.0013,0.0091
0.017,0.021
8.03,50.8
56.9,80.6
0.098,0.09
0.037,0.25
122.2,31.4
0.017,0.0094
0.006,0.033
0.016,0.15
115.6,23.3
38.5,44.5
20.8,32.9
0.095,0.073
2.64,73.5
56.6,51.3
0.19,0.1
0.12,0.11
51.7,118.3
3.12,26.3
0.0085,0.0033
0.033,0.024
0.44,0.29
34.5,21.9
32.6,20.8
3.7,5.16
0.018,0.015
0.031,0.0081
27,118.4
0.0086,0.024
0.0021,0.013
54.3,69.9
86.4,42.7
0.13,0.19
0.003,0.025
71.3,41.9
0.0031,0.0017
18.7,220.8
26.2,49.5
0.068,0.11
0.021,0.05
0.0033,0.0045
62.3,38.4
38.3,43
50.6,34.9
52.6,75.9
73.4,76.8
13.8,89.3
43.2,40.8
5.56,17.8
0.58,1.34
0.001,0.0019
0.0062,0.035
100.3,51.7
5.9,6.72
0.019,0.065
0.004,0.0037
0.0057,0.0063
58.8,79.3
46.6,61.8
7.68,40.1
0.00047,0.0018
5.72,13.2
0.0037,0.0038
0.033,0.018
18.2,24.3
0.021,0.018
0.048,0.031
0.0073,0.0068
0.002,0.0033
0.0013,0.0075
0.0013,0.0065
0.04,0.028
5.71,6.13
0.012,0.028
0.004,0.0037
0.0049,0.0073
62.2,47
27.2,23.5
75.7,98.8
0.008,0.013
0.176,0.061
0.052,0.021
0.091,0.021
0.027,0.038
0.033,0.09
0.172,0.051
0.029,0.012
0.091,0.022
0.037,0.012
0.071,0.043
0.159,0.044
0.024,0.011
0.022,0.015
0.021,0.025
0.872,0.297
7.4,8.6
1,7.6
0.003,0.005
0.541,0.031
2,6.7
0.4,6.9
0.381,0.63
0.489,0.511
1.269,0.513
0.006,0.002
0.78,0.467
0.001,0.001
0.004,0.008
0.001,0.001
1.65,0.805
0.001,0.001
0.161,0.051
4.1,8.1
2.1,7.4
0.002,0.796
0.006,0.005
0.002,0.002
0.011,0.009
0.491,0.624
1.652,0.556
0.862,0.719
0.016,0.536
0.317,0.618
0.56,0.612
0.001,0.003
0.462,0.656
0.545,0.362
0.002,0.006
0.098,0.861
0.002,0.003
0.763,0.576
0.779,0.283
0.005,0.006
0.002,0.024
0.003,0.011
0.033,0.044
0.019,0.051
0.02,0.025
0.046,0.054
0.052,0.014
0.009,0.013
0.028,0.021
0.073,0.032
0.055,0.019
0.072,0.039
0.003,0.002
0.002,0.003
0.055,0.035
0.019,0.03
0.224,0.054
0.038,0.021
0.094,0.035
0.001,0.025
0.042,0.034
0.014,0.032
0.001,0.002
0.029,0.015
0.005,0.002
0.085,0.041
0.018,0.004
0.155,0.005
0.448,0.011
0.334,0.006
0.25,0.005
0.426,0.015
0.346,0.005
0.236,0.007
0.348,0.005
0.293,0.01
0.197,0.006
0.213,0.009
0.136,0.007
0.494,0.018
0.837,0.02
0.194,0.006
0.383,0.009
0.519,0.016
0.262,0.004
0.088,0.008
0.191,0.008
0.15,0.008
0.316,0.005
0.255,0.006
0.291,0.003
0.119,0.009
0.099,0.002
0.08,0.004
0.083,0.001
0.085,0.001
0.209,0.074
0.266,0.068
0.023,0.032
0.066,0.036
0.292,0.232
0.151,0.108
0.003,0.006
0.01,0.007
0.056,0.069
0.558,0.292
0.001,0.005
0.006,0.007
0.004,0.005
0.027,0.007
0.343,0.183
0.071,0.005
0.005,0.073
0.097,0.348
0.092,0.07
0.351,0.181
0.031,0.01
0.943,0.333
0.252,0.066
0.003,0.008
0.08,0.075
0.046,0.08
0.461,0.371
0.433,0.089
0.023,0.008
0.055,0.03
0.048,0.172
0.001,0.053
0.002,0.006
0.515,0.189
0.21,0.071
0.005,0.007
0.201,0.084
0.002,0.007
0.171,0.071
0.236,0.062
0.27,0.177
0.369,0.241
0.009,0.008
0.266,0.108
0.063,0.093
0.114,0.14
0.03,0.007
0.088,0.074
0.152,0.005
0.142,0.004
0.148,0.005
0.139,0.004
0.143,0.004
0.178,0.004
0.031,0.007
0.095,0.006
0.095,0.006
0.109,0.007
0.176,0.009
0.168,0.009
0.086,0.034
0.068,0.031
0.078,0.029
0.06,0.028
0.065,0.037
0.065,0.028
0.079,0.033
0.068,0.024
0.06,0.032
0.064,0.024
0.07,0.036
0.082,0.027
0.062,0.025
0.06,0.026
0.051,0.03
0.048,0.03
0.031,0.557
2.183,0.782
0.546,0.6
0.439,0.707
2.961,0.844
2.297,0.756
1.087,0.74
0.46,0.523
2.757,0.998
1.263,0.762
0.147,0.538
0.132,0.544
0.005,0.003
0.013,0.004
0.904,0.273
0.059,0.25
0.005,0.003
0,0.003
0.018,0.004
0.012,0.004
0.014,0.003
0.004,0.003
0.141,0.31
0.003,0.002
1.048,0.275
0.005,0.003
0.464,0.261
0.019,0.004
0.003,0.003
0.005,0.003
0.004,0.004
0.002,0.003
0.0029,8e-04
0.0038,0.001
2.79,1.4
1.08,0.084
1.71,0.76
1.77,0.7
1.71,0.65
5.16,2.2
5.65,2.51
5.96,2.4
0.92,0.39
0.99,0.46
1.1,0.44
0.926,0.326
0.922,0.301
0.851,0.316
0.766,0.256
0.987,0.339
0.89,0.432
0.191,0.071
0.56,0.075
0.562,0.198
0.13,0.153
0.628,0.405
0.482,0.061
1.935,2.807
0.147,0.138
0.095,0.11
0.242,0.27
0.243,0.096
0.018,0.036
0.011,0.011
0.054,0.014
0.044,0.013
0.016,0.018
0,0.006
0.004,0.005
0.004,0.01
0.018,0.018
0.012,0.019
0.005,0.005
0.014,0.018
0.026,0.021
0.012,0.013
0.013,0.011
0.571,0.222
0.159,0.095
0.278,0.179
1.139,0.429
0.893,0.417
0.978,0.384
1.03,0.435
0.328,0.183
0.673,0.246
0.64,0.387
0.642,0.246
0.636,0.418
0.452,0.287
0.839,0.46
0.063,0.212
0.029,0.148
0.302,0.154
0.336,0.379
0.775,0.487
0.074,0.158
0.447,0.283
0.523,0.492
0.417,0.286
0.798,0.38
0.09,0.183
0.752,0.455
0.277,0.175
0.944,0.443
0.56,0.241
0.305,0.144
0.623,0.307
0.091,0.11
0.128,0.421
0.166,0.359
0.331,0.186
0.504,0.266
0.225,0.23
0.26,0.238
0.471,0.245
0.563,0.357
0.523,0.248
0.108,0.014
0.107,0.014
0.262,0.061
0.074,0.016
0.253,0.062
0.11,0.02
0.103,0.02
6,0.86
0.15,0.42
1.76,0.74
0.91,1.48
2.33,1.99
3.79,1.81
0.35,0.64
14,1.29
5.19,0.47
0.49,0.57
3.22,1.15
2.91,1.38
2.71,2.09
4.13,0.99
4.47,2.54
0.87,0.64
0.62,0.28
0.63,0.6
0.08,0.82
0.35,1.39
6.49,1.16
0.51,0.51
0.48,0.27
1.13,0.75
85.81,1.24
0.27,0.38
2.68,1.29
0.69,0.3
3.65,1.35
1.08,0.49
1.11,0.58
8.75,0.99
1.5,1.81
3.82,1.69
2.48,1.24
0.26,0.3
2.59,1.52
0.4,0.53
4.71,1.06
1.37,1.59
2.61,1.45
6.23,1.44
0.77,0.45
8.65,1.13
13.15,1.13
0.0045,0.00210578
0.0052,0.00301907
0.0044,0.00118311
0.0014,0.00348631
0.0022,0.00074131
0.0035,0.00146379
0.0013,0.00165442
0.0063,0.00183587
0.0013,0.00056061
0.0048,0.00191072
0.032,0.01458196
0.0037,0.00210644
0.025,0.01099658
0.0023,0.00155298
0.0016,0.00097445
74.2,138.44833
372,182.93401
315.6,206.70099
406.3,197.83334
304.7,330.11423
238.7,157.89751
17.96,20.202344
1.915,0.78729505
263.6,131.98267
18.18,17.981585
775,333.1402
402,143.21167
300.2,128.6249
443,858.87408
255.1,324.64812
365,189.58727
9.106,4.7454859
544.5,730.43173
470.9,366.95522
0.0298,0.01950711
0.0142,0.01538438
0.0312,0.06476699
0.0307,0.01724269
0.03,0.01398986
0.0175,0.01188796
0.0032,0.00310031
0.0683,0.02718793
0.0188,0.03451811
0.0193,0.01553143
0.0683,0.02767806
0.0176,0.01371504
0.0179,0.03781966
0.0292,0.01551322
0.026,0.01724341
0.0369,0.01728724
0.0255,0.01713051
0.0369,0.01718745
0.0934,0.04282879
0.0789,0.02121529
0.03,0.01403853
6e-04,0.00043766
0.0015,0.00068526
0.008,0.00408882
7e-04,0.00031979
1e-04,3.529e-05
5e-04,0.00082403
0.0013,0.00048701
2e-04,0.00079267
0.0011,0.00070138
0.0016,0.0005313
7e-04,0.00031486
4e-04,0.00613323
1e-04,2.779e-05
2e-04,8.797e-05
0.0017,0.00079643
2e-04,8.206e-05
0.0016,0.00057755
0.0018,0.00114519
0.0017,0.00048021
0.0027,0.00083362
0.0015,0.00071067
0.001,0.00062465
0.0011,0.00060274
0.0014,0.00122733
0.0029,0.00084508
0.0017,0.00048021
1741445,468254.18
6.956,1.870387
173777,242710.06
9.903,2.6628008
9.189,2.4708145
614944,165351.24
0.43,0.32
4.913,7.68
0.087,0.03
0.089,0.032
0.181,0.04
0.392,0.116
0.163,0.039
0.161,0.031
0.194,0.054
0.213,0.05
1.719,4.294
0.093,0.038
0.105,0.036
0.001,0.057
0.069,0.045
1.564,1.595
0.014,0.043
0.601,7.91
1.773,1.06
1.071,0.65
2.995,4
1.389,0.24
0.007,0.07
1.167,0.26
14.5,9.95
2.891,5.93
1.728,1.97
4.138,12
0.872,3.32
2.717,5.75
0.724,0.31
0.04,0.45
0.488,0.72
8.899,14.13
11.805,9.09
2.412,0.93
1.416,0.38
1.051,3.23
24.001,9.79
0.536,0.45
0.591,1.9
0.373,0.75
1.514,1.01
16.849,11.94
11.48,8.34
0.123,0.44
0.026,0.06
18.642,8.68
0.633,0.32
1.218,0.22
7.769,3.58
0.813,0.64
2.331,0.95
1.447,5.87
0.097,0.67
2.887,0.71
0.496,0.31
0.236,0.11
8.785,6.04
0.379,0.11
1.212,1.02
1.966,0.48
4.83,3.97
0.045,0.04
27.044,14.67
1.526,0.76
1.217,0.27
0.053,0.02
0.0323,0.0138
0.0319,0.0128
0.2664,0.0951
0.1349,0.0594
0.1359,0.0645
0.2273,0.0862
0.1018,0.0973
88.9,91.6
0.1163,0.0503
78.1,95.1
0.1027,0.0476
0.0881,0.0975
0.0518,0.0528
0.0547,0.052
0.0318,0.0144
0.19,0.01
0.15,0.02
0.1385,0.089
0.1287,0.0667
0.78,0.1
0.0313,0.0136
0.0441,0.0197
0.0342,0.018
0.167,0.0701
0.1404,0.0966
0.099,0.0472
0.0911,0.116
0.0794,0.0961
0.0148,0.0587
0.0506,0.0457
0.1303,0.0603
0.127,0.0038
0.105,0.0028
0.073,0.0023
0.052,0.0019
0.206,0.015
0.158,0.0126
0.051,0.0021
0.046,0.003
0.045,0.0016
0.044,0.0032
0.33,0.063
0.07,0.022
0.424,0.098
0.014,0.06
0.166,0.049
0.992,0.246
0.665,0.126
0.514,0.107
0.8,0.126
0.596,0.112
0.424,0.091
0.381,0.068
0.314,0.092
0.442,0.136
0.381,0.069
0.8,0.147
0.005,0.03
0.665,0.119
0.407,0.057
0.442,0.124
0.567,0.105
0.014,0.01
0.641,0.088
0.257,0.055
0.001,0.02
0.008,0.03
0.353,0.053
0.514,0.122
0.136,0.029
0.136,0.024
0.33,0.091
0.689,0.25
0.094,0.034
0.338,0.055
0.098,0.024
0.257,0.123
0.314,0.81
0.527,0.102
0.143,0.28
0.018,0.24
0.098,0.034
0.596,0.115
0.004,0.07
0.407,0.052
0.288,0.09
0.698,0.32
0.338,0.048
0.353,0.048
0.567,0.098
0.641,0.11
0.528,0.081
0.427,0.158
0.528,0.098
0.166,0.034
0.094,0.023
0.07,0.037
0.527,0.081
0.288,0.082
0.427,0.16
0.992,0.151
0.315,0.11
0.142,0.05
0.192,0.08
0.136,0.06
0.305,0.14
0.234,0.06
268.175,103.58
0.118,0.06
0.004,0.04
0.062,0.07
0.195,0.06
0.144,0.07
0.128,0.07
0,0.04
0.001,0.013
0.217,0.044
0.111,0.034
0.322,0.072
0.113,0.022
0.146,0.027
0.103,0.077
0.237,0.044
0.021,0.033
0.541,0.104
0.054,0.023
0.055,0.08
0.183,0.055
0.316,0.059
0.292,0.118
0.126,0.069
0.033,0.007
0.319,0.098
0.373,0.057
365.104,371.02
0.014,0.011
0.152,0.114
0.137,0.021
0.009,0.01
0.095,0.02
0.369,0.095
0.152,0.035
0.184,0.047
0.196,0.115
0.162,0.074
0.094,0.14
0.697,0.103
0.452,0.161
0.02,0.023
0.114,0.024
0.296,0.05
0.016,0.007
0.014,0.01
0.36,0.057
0.252,0.076
0.388,0.129
0.095,0.078
0.259,0.069
0.086,0.018
0.146,0.064
0.274,0.103
0.118,0.022
0.028,0.005
0.07,0.03
0.039,0.02
0.035,0.004
0.266,0.039
1.278,0.148
0.036,0.004
1.121,0.167
0.288,0.035
0.825,0.468
1.213,0.362
1.135,0.249
0.238,0.061
0.235,0.052
0.24,0.069
0.232,0.077
0.018,0.006
1.019,0.405
0.021,0.006
0.232,0.072
0.019,0.008
1.221,0.331
0.023,0.007
0.138,0.072
0.207,0.072
0.015,0.007
0.013,0.007
1.223,0.323
1.137,0.309
0.021,0.004
0.112,0.011
0.106,0.034
0.113,0.011
0.117,0.009
0.112,0.014
0.118,0.009
0.124,0.015
0.113,0.014
0.113,0.011
0.118,0.008
0.125,0.015
0.107,0.035
0.128,0.015
0.117,0.009
0.119,0.008
0.113,0.014
0.119,0.008
0.107,0.035
0.134,0.074
0.213,0.085
0.215,0.022
0.214,0.022
0.034,0.017
0.191,0.024
0.193,0.024
0.157,0.075
0.046,0.017
0.237,0.085
0.029,0.016
0.041,0.016
1,1.1764706
1,0.73529412
1,0.83333333
1,0.37878788
1,2.3255814
1,0.42016807
1,0.43290043
1,0.98039216
1,0.31446541
1,0.41493776
1,0.43859649
1,0.33557047
1,0.68493151
1,0.54945055
1,0.29239766
1,0.35460993
1,0.23041475
1,0.33557047
1,0.39840637
1,0.31152648
1,0.52083333
1,0.4587156
1,0.51546392
1,0.23041475
1,0.18281536
1,0.35087719
1,0.58139535
1,0.33783784
1,0.46511628
1,0.3257329
1,0.86956522
1,0.33898305
1,0.390625
1,0.28901734
1,0.29673591
1,0.68027211
1,0.48309179
1,0.30674847
1,0.28901734
1,0.625
1,0.2739726
1,0.44444444
1,0.27322404
1,0.34843206
1,0.41841004
1,0.52910053
1,0.78125
1,0.18621974
1,0.68965517
1,1.5873016
1,0.46296296
1,0.19880716
1,0.3875969
1,0.39840637
1,0.26385224
1,0.2739726
1,0.33670034
1,0.62893082
1,0.33670034
1,1.0204082
1,0.7518797
1,1.3888889
1,0.39525692
1,0.7518797
1,1.2820513
1,0.40322581
1,0.3021148
1,0.54054054
1,0.29673591
1,0.28571429
1,0.34013605
1,0.54945055
1,0.80645161
1,0.38022814
1,0.78740157
1,0.32051282
1,1.4285714
1,1.369863
1,0.93457944
1,0.4587156
1,0.19193858
1,0.3968254
0.167,0.097
0.045,0.066
0.005,0.139
0.389,0.145
0.115,0.104
0.12,0.057
0.121,0.038
0.087,0.037
0.484,0.126
0.148,0.075
0.146,0.056
0.083,0.142
0.073,0.023
0.049,0.013
0.297,0.059
0.002,0.022
0.059,0.019
0.075,0.109
0.025,0.016
0.019,0.005
0.121,0.069
0.013,0.005
0.019,0.006
0.665,0.154
0.45,0.131
0.018,0.005
0.001,0.001
0.018,0.005
0.001,0.001
0,0.014
0.018,0.005
0.001,0.002
0.052,0.056
0.007,0.006
0.051,0.059
0.45,0.131
0.001,0.002
0.042,0.009
0.006,0.006
0.467,0.148
0,0.014
0.026,0.01
0.056,0.016
0.074,0.037
0.186,0.165
0.054,0.069
3.712,0.971
0.183,0.183
0.644,0.142
0.042,0.013
0.047,0.006
0.003,0.012
0.004,0.004
0.518,0.142
0.412,0.09
0.006,0.006
0.018,0.005
0.455,0.147
0.001,0.002
0.04,0.009
0.003,0.003
0.055,0.017
0.708,0.154
0.484,0.143
0.003,0.004
0.001,0.001
0.003,0.012
0.041,0.019
0.042,0.006
0.001,0.003
0.763,0.105
0.052,0.056
2.035,1.255
0.422,0.135
0.667,0.098
0,0.002
0.018,0.006
0.001,0.001
0.019,0.005
0.002,0.014
0.034,0.015
0.037,0.018
0.018,0.006
0.484,0.143
2.594,1.567
0.001,0.001
0.004,0.003
2.623,2.421
0.518,0.142
0.404,0.091
0.001,0.002
0.228,0.184
0.757,0.103
0.038,0.009
0.004,0.01
6.425,3.501
0.067,0.023
0.804,0.315
0.363,0.225
0.125,0.061
0.38,0.2
0.851,0.201
0.064,0.022
1.532,0.357
0.013,0.03
0.184,0.114
0.006,0.003
0.351,0.138
0.387,0.088
0.349,0.141
0.363,0.086
0.06,0.033
0.027,0.024
0.854,0.194
0.041,0.041
0.71,0.289
0.006,0.006
0.005,0.029
0.023,0.03
0.334,0.085
0.061,0.079
0.251,0.135
0.002,0.005
0.014,0.019
0.21,0.113
0.335,0.136
0.211,0.111
0.277,1.609
0.793,0.32
0.708,0.181
0.413,0.223
0.071,0.024
0.031,0.005
1.348,0.685
0.014,0.005
0.042,0.01
0.65,0.013
0.33,0.425
0.029,0.005
0.0016,7e-04
0.73,0.814
0.0015,7e-04
0.73,0.11
4.614,1.161
0.044,0.003
0.478,0.056
0.876,0.022
1.291,3.766
0.0014,0.001
1.348,0.388
0.199,0.077
0.291,0.071
2.056,5.587
3.23,5.961
0.291,0.392
0.33,0.474
0.297,0.055
0.095,0.051
0.35,0.23
0.505,0.227
0.26,0.2
0.225,0.051
0.07,0.17
0.18,0.24
0.196,0.05
0.02,0.32
0.123,0.061
0.04,0.14
0.036,0.032
0.15,0.4
0.467,0.217
0.327,0.081
0.16,0.21
